time,x,y,heading_deg,steer_deg,xte,target_idx
114.30,17.110,1.986,179.95,-0.49,0.098,523
114.41,16.979,2.017,179.92,0.79,0.076,524
114.52,16.791,2.005,179.96,0.30,0.115,524
114.64,16.626,2.031,179.98,1.23,0.039,525
114.74,16.484,2.025,-179.95,0.98,0.122,525
114.84,16.355,2.001,-179.89,-0.18,0.053,526
114.95,16.219,1.978,-179.90,-1.11,0.086,526
115.07,16.035,1.988,-179.96,-0.52,0.037,527
115.17,15.875,1.959,-180.00,-1.78,0.132,527
115.29,15.762,1.988,179.90,-0.26,0.065,528
115.39,15.588,2.018,179.88,0.99,0.112,528
115.50,15.435,1.996,179.94,-0.03,0.039,529
115.61,15.308,2.009,179.94,0.51,0.088,529
115.72,15.166,2.010,179.97,0.41,0.072,530
115.82,15.026,2.031,179.99,1.29,0.075,530
115.92,14.842,2.008,-179.93,0.17,0.050,531
116.03,14.694,1.985,-179.92,-0.77,0.100,531
116.13,14.533,2.000,-179.96,-0.07,0.042,532
116.24,14.376,1.993,-179.97,-0.36,0.115,532
116.34,14.237,2.008,-179.99,0.28,0.049,533
116.45,14.083,1.989,-179.97,-0.53,0.106,533
116.56,13.971,2.042,180.00,1.53,0.094,534
116.66,13.777,1.991,-179.91,-0.53,0.110,534
116.77,13.675,1.994,-179.94,-0.36,0.091,534
116.89,13.507,1.977,-179.97,-1.03,0.082,535
116.99,13.349,1.970,179.97,-1.06,0.073,536
117.10,13.196,2.005,179.91,0.37,0.087,536
117.21,13.084,2.007,179.93,0.46,0.103,536
117.33,12.923,2.025,179.96,1.07,0.064,537
117.44,12.761,1.983,-179.98,-0.68,0.084,538
117.54,12.618,2.013,179.98,0.56,0.063,538
117.65,12.455,2.007,-179.98,0.21,0.078,539
117.77,12.287,1.985,-179.97,-0.70,0.092,539
117.89,12.112,2.011,179.99,0.43,0.038,540
117.99,12.036,2.027,-179.99,1.06,0.047,540
118.10,11.829,2.024,-179.92,0.77,0.060,541
118.21,11.694,2.004,-179.88,-0.07,0.080,541
118.32,11.544,2.016,-179.88,0.38,0.074,542
118.42,11.372,2.023,-179.86,0.68,0.102,542
118.54,11.261,2.009,-179.82,0.04,0.091,542
118.65,11.074,2.051,-179.82,1.79,0.109,543
118.76,10.981,1.996,-179.71,-0.74,0.114,543
118.88,10.793,2.019,-179.75,0.30,0.077,544
118.98,10.673,2.000,-179.74,-0.54,0.107,544
119.09,10.543,1.993,-179.77,-0.72,0.024,545
119.19,10.325,1.962,-179.81,-1.75,0.072,546
119.30,10.195,1.978,-179.92,-1.06,0.073,546
119.41,10.024,2.016,-179.98,0.56,0.064,547
119.53,9.933,1.990,-179.95,-0.49,0.031,547
119.64,9.745,2.011,-179.98,0.36,0.085,548
119.74,9.596,1.993,-179.95,-0.36,0.065,548
119.85,9.409,2.001,-179.98,-0.01,0.050,549
119.96,9.281,2.027,-179.98,1.07,0.082,549
120.07,9.155,1.973,-179.91,-1.40,0.102,549
120.18,8.967,1.976,-180.00,-0.98,0.093,550
120.29,8.831,1.983,179.94,-0.51,0.079,551
120.40,8.703,1.998,179.91,0.07,0.052,551
120.51,8.541,2.003,179.92,0.32,0.088,551
120.62,8.417,1.975,179.94,-0.87,0.044,552
120.72,8.212,1.982,179.89,-0.46,0.064,553
120.84,8.119,2.015,179.86,0.85,0.035,553
120.95,7.944,2.005,179.91,0.42,0.095,553
121.05,7.823,2.010,179.93,0.52,0.028,554
121.17,7.630,2.016,179.97,0.66,0.084,555
121.27,7.498,1.990,-179.99,-0.41,0.050,555
121.39,7.348,1.999,179.98,-0.02,0.103,555
121.51,7.173,2.026,179.98,1.11,0.077,556
121.61,7.071,2.016,-179.95,0.63,0.128,556
121.72,6.888,1.997,-179.92,-0.28,0.056,557
121.82,6.750,1.969,-179.93,-1.51,0.112,557
121.92,6.584,1.979,179.98,-0.81,0.061,558
122.04,6.439,2.002,179.93,0.23,0.099,558
122.14,6.298,1.990,179.94,-0.29,0.043,559
122.24,6.143,1.954,179.92,-1.94,0.115,559
122.35,6.001,1.977,179.81,-0.57,0.044,560
122.45,5.856,2.008,179.77,0.81,0.121,560
122.57,5.721,2.011,179.82,0.75,0.019,561
122.67,5.542,2.005,179.87,0.50,0.109,561
122.78,5.408,1.976,179.90,-0.75,0.035,562
122.89,5.235,1.961,179.85,-1.47,0.110,562
123.00,5.062,1.967,179.76,-0.92,0.078,563
123.10,4.972,2.024,179.71,1.64,0.144,563
123.22,4.777,2.001,179.81,0.40,0.053,564
123.32,4.628,1.989,179.83,-0.18,0.100,564
123.42,4.483,1.994,179.82,0.08,0.045,565
123.53,4.376,2.020,179.82,1.23,0.151,565
123.64,4.170,2.009,179.90,0.54,0.057,566
123.75,3.998,1.996,179.93,-0.01,0.074,567
123.85,3.917,1.990,179.93,-0.25,0.012,567
123.95,3.754,2.014,179.92,0.77,0.132,567
124.06,3.580,2.008,179.96,0.40,0.043,568
124.17,3.453,1.993,179.99,-0.27,0.133,568
124.27,3.303,2.000,179.97,0.06,0.018,569
124.39,3.152,2.003,179.97,0.19,0.133,569
124.49,2.996,2.005,179.98,0.21,0.023,570
124.60,2.866,1.996,180.00,-0.15,0.149,570
124.70,2.683,1.955,179.99,-1.76,0.057,571
124.81,2.539,2.007,179.88,0.54,0.124,571
124.91,2.366,1.993,179.91,-30.44,0.049,572
125.03,2.208,1.977,177.89,-30.40,0.098,572
125.13,2.088,2.022,175.88,-30.45,0.033,572
125.24,1.958,2.056,173.86,-30.47,0.157,572
125.34,1.784,2.050,171.83,-30.45,0.057,572
125.46,1.654,2.080,169.81,-30.43,0.165,572
125.55,1.513,2.106,167.79,-30.41,0.106,572
125.66,1.387,2.137,165.78,-40.00,0.168,623
125.77,1.222,2.190,162.89,-40.00,0.015,622
125.88,1.061,2.157,160.01,-40.00,0.138,622
125.99,0.919,2.264,157.12,-40.00,0.152,622
126.10,0.788,2.303,154.24,-40.00,0.238,621
126.21,0.617,2.322,151.35,-40.00,0.272,621
126.32,0.521,2.469,148.47,-40.00,0.431,621
126.42,0.370,2.535,145.58,-40.00,0.526,620
126.53,0.271,2.595,142.70,-40.00,0.584,620
126.63,0.129,2.707,139.81,-40.00,0.718,620
126.73,0.047,2.798,136.93,-40.00,0.800,620
126.84,-0.030,2.916,134.05,-40.00,0.917,620
126.95,-0.200,3.001,131.16,-40.00,1.019,619
127.06,-0.263,3.102,128.28,-40.00,0.935,619
127.17,-0.363,3.241,125.39,-40.00,0.841,619
127.27,-0.487,3.383,122.51,-40.00,0.786,619
127.39,-0.562,3.509,119.62,-40.00,0.746,619
127.49,-0.591,3.615,116.74,-40.00,0.705,619
127.60,-0.691,3.735,113.85,-40.00,0.740,618
127.70,-0.720,3.889,110.97,-40.00,0.728,618
127.81,-0.803,4.042,108.08,-40.00,0.804,618
127.92,-0.874,4.175,105.20,-40.00,0.891,618
128.03,-0.905,4.319,102.31,-40.00,0.959,618
128.14,-0.931,4.484,99.43,-40.00,1.049,618
128.25,-0.906,4.661,96.55,-40.00,1.122,617
128.37,-0.956,4.742,93.66,-40.00,1.211,617
128.47,-0.954,4.905,90.78,-40.00,1.315,617
128.57,-0.994,5.092,87.89,-40.00,1.477,617
128.68,-0.988,5.181,85.01,-40.00,1.540,617
128.79,-0.959,5.367,82.12,-40.00,1.670,616
128.90,-0.938,5.516,79.24,-40.00,1.783,616
129.01,-0.880,5.611,76.35,-40.00,1.835,616
129.12,-0.843,5.795,73.47,-40.00,1.983,615
129.24,-0.799,5.975,70.58,-40.00,2.130,615
129.34,-0.791,6.058,67.70,-40.00,2.205,615
129.45,-0.697,6.230,64.81,-40.00,2.336,614
129.56,-0.638,6.402,61.93,-40.00,2.485,613
129.66,-0.584,6.485,59.05,-40.00,2.553,612
129.76,-0.485,6.589,56.16,-40.00,2.634,612
129.87,-0.416,6.745,53.28,-40.00,2.776,612
129.97,-0.308,6.887,50.39,-40.00,2.904,612
130.09,-0.240,6.949,47.51,-40.00,2.959,612
130.19,-0.115,7.113,44.62,-40.00,3.115,612
130.29,-0.038,7.185,41.74,-40.00,3.185,612
130.40,0.103,7.301,38.85,-40.00,3.303,612
130.50,0.194,7.399,35.97,-40.00,3.401,613
130.62,0.322,7.458,33.08,-40.00,3.458,613
130.72,0.465,7.528,30.20,-40.00,3.530,614
130.84,0.566,7.617,27.31,-40.00,3.617,614
130.94,0.721,7.695,24.43,-40.00,3.697,614
131.05,0.827,7.784,21.55,-40.00,3.784,615
131.16,1.027,7.793,18.66,-40.00,3.795,615
131.26,1.129,7.863,15.78,-40.00,3.864,616
131.37,1.274,7.937,12.89,-40.00,3.938,616
131.48,1.403,7.959,10.01,-40.00,3.960,617
131.59,1.604,7.971,7.12,-40.00,3.973,617
131.69,1.725,8.004,4.24,-40.00,4.005,618
131.79,1.831,8.004,1.35,-40.00,4.004,618
131.90,2.026,8.010,-1.53,-40.00,4.011,619
132.02,2.152,8.031,-4.42,-40.00,4.031,619
132.12,2.312,8.007,-7.30,-40.00,4.008,620
132.22,2.474,7.984,-10.19,-40.00,3.985,620
132.33,2.613,7.928,-13.07,-40.00,3.929,621
132.44,2.790,7.896,-15.95,-40.00,3.896,621
132.55,2.898,7.867,-18.84,-40.00,3.868,622
132.65,3.020,7.815,-21.72,-40.00,3.815,622
132.75,3.175,7.751,-24.61,-40.00,3.753,623
132.87,3.336,7.750,-27.49,-40.00,3.750,623
132.97,3.447,7.641,-30.38,-40.00,3.643,623
133.09,3.614,7.523,-33.26,-40.00,3.523,624
133.20,3.727,7.474,-36.15,-40.00,3.476,624
133.30,3.856,7.367,-39.03,-40.00,3.368,625
133.42,3.988,7.318,-41.92,-40.00,3.319,625
133.52,4.039,7.184,-44.80,-40.00,3.186,625
133.63,4.169,7.071,-47.69,-40.00,3.072,626
133.74,4.218,6.966,-50.57,-40.00,2.966,626
133.85,4.326,6.832,-53.45,-40.00,2.834,626
133.95,4.446,6.717,-56.34,-40.00,2.718,627
134.06,4.523,6.610,-59.22,-40.00,2.610,627
134.16,4.614,6.530,-62.11,-40.00,2.531,627
134.27,4.678,6.348,-64.99,-1.45,2.353,631
134.37,4.735,6.192,-65.08,11.20,2.194,632
134.49,4.787,6.092,-64.40,20.11,2.092,633
134.59,4.880,5.920,-63.14,27.39,1.921,634
134.70,4.945,5.758,-61.36,32.74,1.762,635
134.81,5.010,5.691,-59.15,30.98,1.696,635
134.90,5.115,5.575,-57.09,33.59,1.575,636
135.02,5.177,5.439,-54.80,34.14,1.439,636
135.13,5.247,5.305,-52.47,36.35,1.310,637
135.23,5.326,5.186,-49.94,36.45,1.191,637
135.34,5.423,5.066,-47.40,37.16,1.066,638
135.45,5.552,4.977,-44.80,36.43,0.984,639
135.56,5.676,4.864,-42.26,36.72,0.866,639
135.67,5.765,4.756,-39.70,36.94,0.757,639
135.79,5.862,4.680,-37.11,35.44,0.691,640
135.89,6.006,4.545,-34.66,36.88,0.546,640
135.99,6.117,4.495,-32.09,34.28,0.501,641
136.10,6.245,4.386,-29.74,35.20,0.398,641
136.21,6.379,4.326,-27.32,32.84,0.328,642
136.32,6.539,4.253,-25.10,33.24,0.273,642
136.43,6.638,4.195,-22.84,30.49,0.195,643
136.54,6.804,4.101,-20.82,31.91,0.172,643
136.64,6.907,4.071,-18.68,28.23,0.080,644
136.76,7.074,4.023,-16.83,28.53,0.133,644
136.87,7.204,4.002,-14.96,25.02,0.041,645
136.98,7.358,3.921,-13.36,26.57,0.138,645
137.09,7.489,3.917,-11.64,22.59,0.101,646
137.19,7.607,3.860,-10.21,23.26,0.152,646
137.30,7.790,3.862,-8.73,19.85,0.150,647
137.42,7.961,3.853,-7.49,19.63,0.185,647
137.54,8.092,3.812,-6.27,17.57,0.198,648
137.64,8.215,3.781,-5.18,17.90,0.228,648
137.75,8.417,3.776,-4.07,15.36,0.227,649
137.86,8.545,3.756,-3.12,15.53,0.260,649
137.98,8.719,3.761,-2.17,12.66,0.242,650
138.09,8.867,3.746,-1.40,13.04,0.278,650
138.20,8.984,3.720,-0.60,13.73,0.289,650
138.30,9.148,3.729,0.24,10.55,0.285,651
138.41,9.311,3.773,0.88,6.85,0.232,652
138.52,9.429,3.749,1.29,7.69,0.260,652
138.64,9.570,3.763,1.76,7.22,0.254,652
138.76,9.741,3.749,2.19,6.08,0.263,653
138.86,9.901,3.806,2.56,2.56,0.203,654
138.96,10.048,3.789,2.71,3.54,0.228,654
139.07,10.211,3.783,2.93,2.78,0.223,655
139.17,10.335,3.797,3.09,2.45,0.215,655
139.29,10.495,3.798,3.24,1.63,0.214,656
139.39,10.641,3.823,3.34,0.92,0.192,656
139.51,10.752,3.797,3.39,2.35,0.234,656
139.62,10.947,3.812,3.53,1.02,0.204,657
139.74,11.115,3.830,3.59,-0.15,0.179,658
139.84,11.247,3.804,3.59,1.27,0.211,658
139.94,11.408,3.840,3.66,-0.65,0.173,659
140.06,11.516,3.870,3.62,-1.57,0.137,659
140.17,11.723,3.888,3.53,-2.17,0.123,660
140.27,11.858,3.890,3.40,-1.90,0.139,660
140.39,11.982,3.905,3.28,-2.20,0.134,660
140.49,12.161,3.910,3.15,-2.25,0.124,661
140.59,12.253,3.911,3.02,-1.98,0.153,661
140.70,12.443,3.903,2.90,-1.51,0.117,662
140.80,12.615,3.926,2.81,-2.30,0.098,663
140.92,12.729,3.890,2.67,-0.60,0.120,663
141.03,12.860,3.925,2.63,-1.87,0.142,663
141.14,13.058,3.968,2.52,-3.46,0.084,664
141.24,13.198,3.950,2.31,-2.34,0.099,664
141.35,13.373,3.935,2.17,-1.43,0.111,665
141.45,13.499,3.966,2.09,-2.59,0.092,665
141.55,13.629,3.930,1.93,-0.80,0.083,666
141.67,13.806,3.955,1.88,-1.71,0.093,667
141.79,13.954,3.995,1.78,-3.16,0.067,667
141.89,14.110,3.967,1.59,-1.65,0.085,668
141.99,14.239,4.018,1.49,-3.51,0.053,668
142.10,14.394,3.971,1.28,-1.22,0.101,668
142.20,14.566,3.996,1.21,-2.11,0.075,669
142.30,14.659,4.010,1.08,-2.57,0.134,669
142.42,14.811,3.998,0.93,-1.64,0.018,670
142.52,14.998,4.031,0.83,-3.05,0.101,670
142.63,15.165,3.981,0.65,-0.43,0.073,671
142.74,15.284,3.994,0.62,-0.96,0.113,671
142.85,15.444,3.983,0.56,-0.38,0.050,672
142.96,15.559,4.012,0.54,-1.60,0.140,672
143.07,15.769,4.015,0.44,-1.45,0.073,673
143.18,15.910,3.992,0.36,-0.33,0.090,673
143.29,16.041,4.007,0.34,-0.90,0.042,674
143.39,16.185,4.057,0.28,-3.10,0.130,674
143.50,16.377,3.982,0.10,0.54,0.077,675
143.60,16.469,4.051,0.13,-2.48,0.144,675
143.71,16.656,4.017,-0.02,-0.65,0.055,676
143.82,16.800,4.070,-0.06,-3.04,0.127,676
143.93,16.965,4.051,-0.24,-1.62,0.079,677
144.04,17.083,4.033,-0.34,-0.78,0.129,677
144.14,17.218,4.028,-0.38,-0.40,0.030,678
144.24,17.375,4.003,-0.41,0.67,0.134,678
144.35,17.479,4.047,-0.37,-1.11,0.056,679
144.46,17.706,3.980,-0.44,1.77,0.107,679
144.57,17.872,3.995,-0.33,0.82,0.061,680
144.67,18.005,4.037,-0.28,-1.12,0.115,680
144.79,18.178,4.046,-0.35,-1.22,0.079,681
144.89,18.283,3.994,-0.42,1.11,0.133,681
144.99,18.409,4.001,-0.35,0.62,0.006,682
145.10,18.585,3.991,-0.32,1.04,0.132,682
145.22,18.746,3.995,-0.25,0.66,0.029,683
145.32,18.860,4.026,-0.21,-0.70,0.146,683
145.44,19.049,4.019,-0.26,-0.29,0.036,684
145.54,19.162,4.031,-0.27,-0.81,0.147,684
145.64,19.360,3.994,-0.32,0.84,0.040,685
145.75,19.466,4.017,-0.27,-0.19,0.146,685
145.87,19.635,3.996,-0.28,0.70,0.013,686
145.99,19.779,4.009,-0.24,0.07,0.145,686
146.09,19.965,3.993,-0.24,0.71,0.041,687
146.20,20.022,4.014,-0.20,-0.20,0.098,687
146.31,20.235,4.010,-0.21,0.00,0.013,688
146.43,20.380,3.984,-0.21,1.08,0.149,688
146.54,20.500,4.007,-0.14,-0.02,0.029,689
146.64,20.657,3.989,-0.14,0.74,0.129,689
146.75,20.857,4.008,-0.10,-0.13,0.028,690
146.86,20.981,3.958,-0.11,2.03,0.156,690
146.98,21.153,4.013,0.01,-0.54,0.025,691
147.09,21.313,4.012,-0.02,-0.48,0.121,691
147.20,21.426,3.976,-0.05,1.01,0.025,692
147.30,21.632,3.960,0.01,1.78,0.111,692
147.40,21.781,3.971,0.12,0.94,0.054,693
147.50,21.922,3.986,0.18,0.28,0.116,693
147.61,22.037,4.010,0.19,-0.73,0.010,694
147.72,22.212,3.996,0.15,-0.11,0.128,694
147.82,22.323,3.999,0.14,-0.21,0.017,695
147.94,22.475,4.018,0.13,-1.01,0.136,695
148.04,22.642,4.032,0.07,-1.37,0.032,696
148.15,22.785,3.963,-0.01,1.62,0.148,696
148.26,22.941,3.999,0.09,-0.12,0.003,697
148.37,23.127,3.985,0.08,0.53,0.119,697
148.48,23.209,4.005,0.11,-0.40,0.037,698
148.59,23.359,4.006,0.09,-0.44,0.114,698
148.71,23.490,4.012,0.06,-0.57,0.059,699
148.82,23.718,3.977,0.03,0.95,0.133,699
148.93,23.848,4.024,0.08,-1.09,0.024,700
149.04,23.986,3.993,0.02,0.25,0.137,700
149.15,24.119,4.000,0.03,-0.07,0.032,701
149.27,24.264,4.004,0.03,-0.23,0.113,701
149.38,24.466,3.985,0.02,0.58,0.020,702
149.49,24.579,3.987,0.05,0.46,0.126,702
149.59,24.724,3.969,0.08,1.05,0.044,703
149.70,24.911,4.020,0.14,-1.17,0.148,703
149.81,25.028,4.030,0.07,-1.27,0.042,704
149.92,25.197,4.002,-0.01,-0.09,0.140,704
150.03,25.342,4.026,-0.01,-0.97,0.031,705
150.14,25.502,3.995,-0.07,0.37,0.144,705
150.25,25.664,3.984,-0.05,0.72,0.017,706
150.36,25.788,4.039,-0.00,-1.65,0.133,706
150.47,25.938,3.982,-0.10,0.88,0.030,707
150.58,26.070,4.008,-0.05,-0.26,0.108,707
150.69,26.234,3.997,-0.07,0.23,0.030,708
150.80,26.365,3.961,-0.05,1.74,0.109,708
150.92,26.546,4.031,0.05,-1.26,0.037,709
151.03,26.714,4.042,-0.02,-1.80,0.154,709
151.13,26.826,3.992,-0.13,0.55,0.043,710
151.24,26.977,3.999,-0.10,0.23,0.109,710
151.34,27.162,4.031,-0.09,-1.04,0.032,711
151.45,27.293,3.987,-0.15,0.85,0.124,711
151.55,27.433,4.021,-0.10,-0.61,0.044,712
151.66,27.548,3.954,-0.13,2.15,0.089,712
151.77,27.719,3.979,-0.00,0.79,0.058,713
151.88,27.865,3.997,0.04,0.03,0.091,713
151.99,28.071,3.990,0.04,0.29,0.010,714
152.10,28.152,3.997,0.06,0.01,0.077,714
152.21,28.339,3.962,0.06,1.31,0.054,715
152.32,28.431,4.011,0.14,-0.71,0.054,715
152.43,28.644,4.015,0.10,-0.73,0.038,716
152.54,28.765,3.994,0.06,0.13,0.086,716
152.66,28.940,4.021,0.06,-0.91,0.046,717
152.76,29.075,3.990,0.01,0.40,0.094,717
152.87,29.232,4.006,0.03,-0.27,0.051,718
152.98,29.364,4.001,0.02,-0.05,0.081,718
153.09,29.544,4.019,0.01,-0.73,0.045,719
153.19,29.709,3.986,-0.03,0.64,0.125,719
153.31,29.866,3.989,0.01,0.39,0.024,720
153.41,30.013,3.991,0.03,0.32,0.127,720
153.51,30.141,3.983,0.05,0.53,0.051,721
153.63,30.262,3.994,0.08,0.08,0.073,721
153.74,30.433,3.995,0.09,0.05,0.058,722
153.84,30.574,4.006,0.09,-0.40,0.084,722
153.95,30.714,4.009,0.07,-0.45,0.079,723
154.06,30.901,3.998,0.04,0.03,0.109,723
154.18,31.039,4.019,0.04,-0.77,0.059,724
154.28,31.143,3.988,-0.01,0.50,0.050,724
154.39,31.363,3.989,0.02,0.36,0.035,725
154.51,31.492,4.007,0.05,-0.36,0.096,725
154.62,31.606,3.981,0.02,0.81,0.094,725
154.72,31.805,4.012,0.07,-0.65,0.108,726
154.83,31.896,3.959,0.03,1.79,0.112,726
154.94,32.091,4.028,0.14,-1.41,0.096,727
155.05,32.245,3.982,0.06,0.57,0.060,728
155.17,32.343,4.039,0.09,-1.71,0.056,728
155.28,32.555,4.004,-0.01,-0.13,0.049,729
155.39,32.689,4.021,-0.02,-0.81,0.088,729
155.49,32.775,4.027,-0.07,-1.04,0.133,729
155.61,32.953,4.011,-0.13,-0.21,0.049,730
155.71,33.153,3.991,-0.14,0.59,0.055,731
155.82,33.289,3.973,-0.11,1.33,0.086,731
155.93,33.432,4.024,-0.03,-0.84,0.081,732
156.05,33.598,3.997,-0.08,0.28,0.089,732
156.15,33.740,3.987,-0.06,0.60,0.072,733
156.26,33.918,4.006,-0.03,-0.20,0.107,733
156.37,34.051,3.988,-0.04,0.51,0.063,734
156.48,34.179,3.991,-0.01,0.38,0.066,734
156.59,34.298,3.969,0.01,1.35,0.121,734
156.69,34.503,3.954,0.09,1.73,0.099,735
156.81,34.630,3.991,0.20,0.02,0.087,735
156.92,34.790,4.000,0.20,-0.39,0.073,736
157.03,34.968,4.004,0.18,-0.48,0.051,737
157.13,35.108,3.996,0.15,-0.13,0.089,737
157.24,35.231,4.012,0.14,-0.84,0.091,737
157.35,35.370,4.006,0.09,-0.41,0.049,738
157.47,35.558,3.999,0.07,-0.09,0.065,739
157.58,35.703,4.002,0.06,-0.18,0.080,739
157.69,35.868,3.999,0.05,-0.07,0.057,740
157.79,35.979,3.975,0.04,0.94,0.060,740
157.90,36.158,3.988,0.10,0.25,0.069,741
158.02,36.313,4.051,0.12,-2.35,0.100,741
158.12,36.428,4.049,-0.02,-2.18,0.112,741
158.23,36.607,3.994,-0.16,0.55,0.079,742
158.34,36.744,4.000,-0.12,0.23,0.087,742
158.45,36.879,3.995,-0.11,0.42,0.049,743
158.56,37.055,4.023,-0.08,-0.70,0.080,744
158.66,37.173,4.007,-0.12,-0.06,0.041,744
158.77,37.370,4.013,-0.13,-0.26,0.065,745
158.87,37.478,4.012,-0.14,-0.22,0.046,745
158.99,37.638,4.027,-0.16,-0.93,0.102,745
159.10,37.790,3.997,-0.21,0.52,0.054,746
159.20,37.945,3.969,-0.18,1.75,0.098,746
159.31,38.069,3.995,-0.08,0.35,0.031,747
159.42,38.241,4.005,-0.06,-0.09,0.099,747
159.54,38.382,4.044,-0.06,-1.64,0.061,748
159.64,38.534,4.021,-0.16,-0.64,0.110,748
159.75,38.663,3.991,-0.20,0.73,0.023,749
159.86,38.809,4.012,-0.15,-0.24,0.135,749
159.96,38.979,4.016,-0.17,-0.34,0.039,750
160.07,39.123,4.004,-0.19,0.18,0.122,750
160.18,39.288,4.029,-0.18,-0.81,0.052,751
160.29,39.424,4.018,-0.23,-0.35,0.125,751
160.40,39.561,3.994,-0.25,0.70,0.015,752
160.50,39.704,3.999,-0.21,0.44,0.145,752
160.62,39.884,3.998,-0.18,0.43,0.035,753
160.73,40.048,4.003,-0.15,0.18,0.103,753
160.84,40.182,3.995,-0.14,0.48,0.031,754
160.95,40.315,3.988,-0.11,0.77,0.139,754
161.06,40.469,3.965,-0.07,1.48,0.038,755
161.16,40.617,3.983,0.02,0.69,0.139,755
161.28,40.769,4.023,0.06,-1.03,0.027,756
161.39,40.916,3.982,-0.00,0.79,0.141,756
161.50,41.060,3.985,0.05,0.49,0.015,757
161.61,41.199,3.996,0.08,0.04,0.143,757
161.71,41.376,4.018,0.08,-0.84,0.025,758
161.83,41.536,4.022,0.03,-1.04,0.127,758
161.94,41.701,4.001,-0.03,0.04,0.041,759
162.05,41.860,3.991,-0.03,0.46,0.103,759
162.16,41.994,3.988,-0.00,0.50,0.034,760
162.27,42.150,4.027,0.03,-1.24,0.117,760
162.38,42.275,3.994,-0.05,0.33,0.012,761
162.49,42.446,3.993,-0.03,0.37,0.120,761
162.59,42.604,3.995,-0.01,0.20,0.038,762
162.71,42.733,4.020,0.01,-0.91,0.136,762
162.82,42.894,3.988,-0.05,0.55,0.028,763
162.93,42.976,3.985,-0.02,0.64,0.109,763
163.03,43.224,3.989,0.02,0.40,0.055,764
163.14,43.339,3.984,0.05,0.61,0.134,764
163.26,43.485,4.024,0.08,-1.11,0.028,765
163.36,43.650,4.011,0.02,-0.53,0.125,765
163.47,43.796,3.995,-0.02,0.23,0.023,766
163.57,43.940,3.997,-0.00,0.15,0.135,766
163.69,44.100,3.990,0.01,0.40,0.027,767
163.80,44.218,3.979,0.03,0.85,0.144,767
163.91,44.325,3.960,0.08,1.33,0.066,768
164.02,44.565,3.980,0.16,0.56,0.116,768
164.14,44.673,4.001,0.20,-0.39,0.006,769
164.24,44.800,4.007,0.17,-0.62,0.121,769
164.35,44.975,3.969,0.14,0.95,0.032,770
164.45,45.160,3.961,0.19,1.35,0.129,770
164.56,45.323,3.955,0.27,1.28,0.060,771
164.67,45.421,3.997,0.35,-0.55,0.138,771
164.78,45.587,3.985,0.32,-0.02,0.015,772
164.88,45.755,3.967,0.32,0.83,0.136,772
164.99,45.871,4.003,0.37,-0.78,0.016,773
165.11,46.023,4.005,0.32,-0.84,0.136,773
165.22,46.169,3.998,0.27,-0.40,0.020,774
165.32,46.357,4.000,0.24,-0.47,0.134,774
165.44,46.536,4.018,0.22,-1.11,0.048,775
165.55,46.671,3.990,0.15,0.13,0.122,775
165.66,46.776,4.011,0.16,-0.71,0.020,776
165.76,46.927,3.968,0.11,1.17,0.139,776
165.87,47.073,4.019,0.18,-1.07,0.029,777
165.98,47.223,4.005,0.12,-0.43,0.129,777
166.08,47.402,4.011,0.09,-0.61,0.013,778
166.19,47.533,4.006,0.06,-0.38,0.137,778
166.31,47.717,4.040,0.03,-1.63,0.044,779
166.42,47.784,4.009,-0.06,-0.24,0.087,779
166.53,47.973,4.039,-0.08,-1.33,0.047,780
166.64,48.144,4.040,-0.16,-1.42,0.150,780
166.74,48.312,4.020,-0.24,-0.32,0.022,781
166.85,48.451,4.004,-0.26,0.35,0.149,781
166.97,48.545,4.006,-0.24,0.22,0.059,782
167.08,48.760,4.015,-0.23,-0.22,0.146,782
167.19,48.898,4.007,-0.24,0.18,0.010,783
167.29,49.048,4.003,-0.23,0.31,0.142,783
167.40,49.174,3.994,-0.21,0.63,0.034,784
167.52,49.334,4.016,-0.17,-0.34,0.128,784
167.62,49.501,3.999,-0.19,0.39,0.009,785
167.72,49.606,4.006,-0.17,0.09,0.097,785
167.84,49.757,3.976,-0.17,1.19,0.059,786
167.94,49.914,4.024,-0.09,-0.83,0.106,786
168.05,50.071,4.008,-0.14,-0.03,0.043,787
168.16,50.199,4.001,-0.15,0.24,0.086,787
168.27,50.371,3.989,-0.13,0.66,0.046,788
168.38,50.506,4.020,-0.09,-0.66,0.093,788
168.49,50.675,3.985,-0.13,0.81,0.045,789
168.60,50.811,3.998,-0.08,0.26,0.094,789
168.71,50.981,3.980,-0.07,0.87,0.043,790
168.81,51.138,4.014,-0.01,-0.55,0.120,790
168.93,51.285,3.997,-0.05,0.22,0.036,791
169.04,51.453,4.009,-0.03,-0.30,0.132,791
169.15,51.584,3.980,-0.05,0.85,0.044,792
169.25,51.745,3.950,-0.00,2.15,0.132,792
169.36,51.864,4.003,0.13,-0.33,0.061,793
169.47,52.045,3.984,0.11,0.49,0.121,793
169.57,52.186,3.968,0.14,0.97,0.052,794
169.68,52.322,3.948,0.20,1.80,0.109,794
169.79,52.519,3.982,0.30,0.14,0.020,795
169.90,52.594,4.000,0.31,-0.58,0.066,795
170.00,52.797,4.007,0.28,-0.77,0.034,796
170.10,52.939,4.007,0.23,-0.73,0.109,796
170.21,53.116,4.036,0.19,-1.72,0.039,797
