time,x,y,heading_deg,steer_deg,xte,target_idx
280.15,22.366,8.004,-0.17,0.16,0.027,1307
280.26,22.504,7.998,-0.16,0.40,0.138,1307
280.37,22.676,7.996,-0.13,0.42,0.034,1308
280.47,22.813,7.982,-0.11,0.99,0.132,1308
280.59,22.984,8.018,-0.05,-0.64,0.044,1309
280.70,23.143,7.990,-0.09,0.63,0.103,1309
280.81,23.272,8.041,-0.05,-1.55,0.049,1310
280.92,23.419,7.988,-0.14,0.82,0.129,1310
281.04,23.567,8.002,-0.09,0.11,0.020,1311
281.14,23.715,8.024,-0.09,-0.88,0.137,1311
281.25,23.844,8.019,-0.14,-0.49,0.020,1312
281.35,24.002,7.984,-0.17,1.04,0.149,1312
281.46,24.165,7.982,-0.11,0.89,0.023,1313
281.57,24.311,8.025,-0.05,-0.98,0.144,1313
281.68,24.483,7.989,-0.11,0.65,0.032,1314
281.80,24.605,7.984,-0.07,0.82,0.150,1314
281.91,24.758,8.009,-0.02,-0.32,0.010,1315
282.02,24.926,7.972,-0.04,1.33,0.134,1315
282.14,25.062,7.996,0.04,0.07,0.006,1316
282.25,25.217,7.985,0.04,0.57,0.142,1316
282.36,25.360,8.004,0.08,-0.31,0.005,1317
282.46,25.510,7.962,0.06,1.55,0.156,1317
282.56,25.655,7.992,0.15,0.03,0.010,1318
282.67,25.817,8.022,0.15,-1.25,0.146,1318
282.77,25.996,8.002,0.08,-0.22,0.034,1319
282.89,26.111,7.998,0.06,-0.04,0.149,1319
282.99,26.279,8.022,0.06,-0.98,0.026,1320
283.10,26.412,8.001,0.00,-0.06,0.148,1320
283.20,26.557,8.041,0.00,-1.57,0.042,1321
283.31,26.715,8.040,-0.09,-1.55,0.154,1321
283.41,26.863,7.997,-0.19,0.47,0.006,1322
283.52,27.014,8.000,-0.16,0.32,0.146,1322
283.63,27.166,8.037,-0.14,-1.17,0.037,1323
283.74,27.328,7.983,-0.21,1.14,0.145,1323
283.86,27.463,8.020,-0.14,-0.52,0.022,1324
283.97,27.640,8.006,-0.17,0.08,0.134,1324
284.07,27.776,8.013,-0.17,-0.19,0.013,1325
284.19,27.903,8.011,-0.18,-0.13,0.130,1325
284.30,28.084,7.983,-0.19,1.00,0.019,1326
284.41,28.206,8.042,-0.13,-1.55,0.137,1326
284.52,28.353,7.978,-0.22,1.24,0.033,1327
284.62,28.530,7.986,-0.15,0.88,0.150,1327
284.74,28.667,8.002,-0.09,0.08,0.012,1328
284.84,28.838,8.010,-0.09,-0.28,0.144,1328
284.94,28.957,8.004,-0.11,0.05,0.024,1329
285.04,29.148,8.027,-0.10,-1.00,0.138,1329
285.15,29.254,7.979,-0.16,1.11,0.036,1330
285.27,29.386,7.992,-0.10,0.53,0.104,1330
285.37,29.576,7.999,-0.06,0.17,0.009,1331
285.48,29.703,7.997,-0.05,0.22,0.118,1331
285.59,29.874,8.013,-0.04,-0.41,0.018,1332
285.70,30.034,8.016,-0.07,-0.56,0.148,1332
285.82,30.147,8.012,-0.10,-0.26,0.043,1333
285.92,30.336,7.979,-0.11,1.12,0.149,1333
286.04,30.464,8.011,-0.05,-0.31,0.028,1334
286.14,30.672,7.959,-0.07,1.93,0.127,1334
286.25,30.745,7.991,0.05,0.25,0.048,1335
286.37,30.902,8.006,0.06,-0.37,0.110,1335
286.47,31.069,7.949,0.04,1.85,0.057,1336
286.58,31.232,8.021,0.15,-1.18,0.139,1336
286.69,31.395,7.988,0.08,0.31,0.012,1337
286.79,31.517,7.976,0.10,0.82,0.123,1337
286.90,31.660,7.979,0.15,0.50,0.043,1338
287.01,31.847,8.037,0.18,-1.96,0.153,1338
287.11,31.958,8.033,0.06,-1.34,0.053,1339
287.22,32.127,7.997,-0.02,0.17,0.127,1339
287.33,32.246,8.036,-0.01,-1.32,0.066,1340
287.45,32.417,7.975,-0.09,1.22,0.117,1340
287.55,32.538,7.992,-0.01,0.33,0.066,1341
287.65,32.722,7.982,0.01,0.75,0.120,1341
287.77,32.898,7.996,0.05,0.06,0.009,1342
287.87,33.038,8.021,0.05,-1.00,0.134,1342
287.98,33.160,7.974,-0.01,0.99,0.055,1343
288.09,33.305,8.026,0.05,-1.18,0.101,1343
288.21,33.462,8.038,-0.02,-1.38,0.061,1344
288.31,33.639,8.012,-0.10,-0.33,0.130,1344
288.43,33.783,7.983,-0.12,0.86,0.033,1345
288.54,33.907,7.989,-0.07,0.58,0.097,1345
288.64,34.054,8.043,-0.03,-1.53,0.073,1346
288.76,34.216,7.969,-0.13,1.55,0.107,1346
288.86,34.363,7.999,-0.03,0.09,0.053,1347
288.97,34.537,8.012,-0.03,-0.44,0.122,1347
289.08,34.667,7.992,-0.05,0.39,0.051,1348
289.19,34.812,8.041,-0.03,-1.65,0.104,1348
289.30,34.980,7.988,-0.13,0.69,0.041,1349
289.41,35.121,7.990,-0.09,0.60,0.102,1349
289.51,35.265,7.998,-0.05,0.18,0.056,1350
289.62,35.399,7.981,-0.04,0.85,0.080,1350
289.73,35.578,7.980,0.01,0.73,0.049,1351
289.84,35.679,7.987,0.05,0.42,0.058,1351
289.95,35.846,7.990,0.08,0.24,0.079,1352
290.06,36.035,8.018,0.09,-0.96,0.112,1352
290.17,36.188,7.987,0.04,0.43,0.040,1353
290.28,36.291,7.993,0.06,0.18,0.065,1353
290.39,36.473,7.981,0.07,0.57,0.059,1354
290.51,36.599,8.020,0.11,-1.03,0.073,1354
290.61,36.759,7.966,0.05,1.15,0.079,1355
290.72,36.928,8.010,0.11,-0.62,0.098,1355
290.82,37.072,8.011,0.08,-0.57,0.061,1356
290.94,37.211,8.019,0.04,-0.85,0.081,1356
291.05,37.360,7.974,-0.01,0.98,0.079,1357
291.16,37.536,8.034,0.05,-1.50,0.108,1357
291.27,37.635,7.963,-0.04,1.76,0.107,1357
291.39,37.819,7.985,0.07,0.48,0.085,1358
291.49,37.966,7.979,0.09,0.61,0.074,1359
291.61,38.119,7.961,0.13,1.34,0.090,1359
291.71,38.248,7.994,0.21,-0.17,0.092,1359
291.82,38.414,8.058,0.20,-2.76,0.095,1360
291.93,38.570,7.985,0.04,0.48,0.073,1361
292.04,38.740,8.013,0.07,-0.67,0.099,1361
292.14,38.847,8.021,0.02,-1.00,0.098,1361
292.26,38.959,7.986,-0.03,0.62,0.021,1362
292.37,39.158,7.974,0.00,1.17,0.091,1362
292.47,39.302,7.957,0.07,1.59,0.071,1363
292.57,39.517,8.022,0.17,-1.14,0.037,1364
292.68,39.638,8.004,0.10,-0.36,0.091,1364
292.79,39.796,8.045,0.08,-1.81,0.069,1365
292.89,39.908,8.026,-0.03,-1.00,0.065,1365
293.01,40.068,8.023,-0.09,-0.69,0.086,1366
293.12,40.231,7.978,-0.13,1.18,0.083,1366
293.24,40.413,7.987,-0.06,0.60,0.042,1367
293.35,40.516,8.038,-0.03,-1.49,0.073,1367
293.46,40.614,8.003,-0.11,0.09,0.141,1367
293.57,40.823,8.002,-0.11,0.12,0.068,1368
293.68,40.932,7.996,-0.10,0.37,0.124,1368
293.79,41.146,7.953,-0.08,2.10,0.101,1369
293.90,41.295,8.017,0.05,-0.71,0.065,1370
294.01,41.448,7.979,0.00,0.87,0.092,1370
294.11,41.560,7.981,0.06,0.77,0.102,1370
294.21,41.735,8.021,0.10,-1.07,0.078,1371
294.32,41.866,7.978,0.04,0.91,0.099,1371
294.43,41.980,7.985,0.09,0.43,0.023,1372
294.54,42.160,7.992,0.12,0.13,0.105,1372
294.64,42.298,7.985,0.13,0.38,0.037,1373
294.75,42.420,8.019,0.15,-1.14,0.147,1373
294.86,42.615,7.988,0.08,0.35,0.051,1374
294.97,42.782,7.985,0.10,0.49,0.087,1374
295.09,42.902,7.987,0.13,0.26,0.037,1375
295.19,43.057,8.008,0.15,-0.66,0.113,1375
295.31,43.189,7.987,0.11,0.32,0.023,1376
295.42,43.400,7.988,0.13,0.20,0.073,1377
295.53,43.505,7.963,0.14,1.21,0.049,1377
295.64,43.681,8.037,0.21,-2.11,0.100,1377
295.75,43.774,8.007,0.08,-0.41,0.007,1378
295.86,43.960,7.998,0.06,-0.05,0.116,1378
295.97,44.131,7.995,0.06,0.10,0.055,1379
296.08,44.279,7.982,0.06,0.69,0.100,1379
296.19,44.428,7.995,0.10,-0.01,0.051,1380
296.30,44.582,8.001,0.10,-0.24,0.097,1380
296.42,44.732,8.008,0.09,-0.47,0.053,1381
296.52,44.840,8.020,0.06,-1.00,0.143,1381
296.63,45.015,8.004,0.00,-0.17,0.034,1382
296.74,45.169,7.991,-0.01,0.44,0.115,1382
296.84,45.320,7.976,0.02,0.93,0.044,1383
296.95,45.472,8.028,0.07,-1.39,0.116,1383
297.07,45.551,7.967,-0.01,1.27,0.047,1384
297.17,45.764,7.986,0.06,0.50,0.124,1384
297.28,45.920,7.992,0.10,0.15,0.034,1385
297.39,46.052,8.019,0.10,-1.03,0.138,1385
297.50,46.227,8.011,0.04,-0.53,0.040,1386
297.61,46.355,7.970,0.01,1.30,0.139,1386
297.71,46.468,8.001,0.09,-0.21,0.023,1387
297.82,46.663,8.030,0.08,-1.46,0.132,1387
297.93,46.835,8.035,-0.01,-1.36,0.055,1388
298.04,46.975,8.005,-0.09,-0.04,0.119,1388
298.15,47.109,7.988,-0.10,0.63,0.019,1389
298.26,47.259,8.007,-0.06,-0.18,0.138,1389
298.36,47.404,7.998,-0.07,0.20,0.008,1390
298.46,47.577,8.014,-0.06,-0.51,0.122,1390
298.57,47.714,7.987,-0.09,0.66,0.020,1391
298.69,47.847,8.034,-0.05,-1.40,0.153,1391
298.79,48.006,8.023,-0.13,-0.65,0.024,1392
298.90,48.168,7.990,-0.17,0.77,0.134,1392
299.00,48.300,7.978,-0.12,1.07,0.022,1393
299.12,48.462,8.048,-0.06,-1.97,0.150,1393
299.24,48.645,7.979,-0.18,1.19,0.047,1394
299.34,48.789,8.012,-0.11,-0.33,0.117,1394
299.44,48.884,7.988,-0.13,0.70,0.025,1395
299.55,49.070,8.007,-0.09,-0.16,0.138,1395
299.66,49.208,8.018,-0.10,-0.51,0.018,1396
299.77,49.382,8.016,-0.13,-0.46,0.128,1396
299.87,49.485,7.985,-0.15,0.84,0.029,1397
299.99,49.679,7.952,-0.10,2.30,0.141,1397
300.09,49.823,8.006,0.04,-0.29,0.013,1398
300.19,49.972,8.035,0.02,-1.58,0.145,1398
300.30,50.121,8.018,-0.08,-0.55,0.019,1399
300.40,50.248,7.983,-0.11,0.96,0.136,1399
300.51,50.424,7.984,-0.05,0.73,0.019,1400
300.61,50.562,7.979,-0.01,0.91,0.148,1400
300.73,50.712,8.004,0.05,-0.23,0.006,1401
300.84,50.846,7.998,0.03,0.03,0.129,1401
300.94,51.034,7.997,0.03,0.04,0.015,1402
301.05,51.158,7.972,0.04,1.15,0.142,1402
301.16,51.292,7.999,0.11,-0.17,0.028,1403
301.26,51.477,7.975,0.10,0.90,0.147,1403
301.37,51.621,8.033,0.15,-1.54,0.033,1404
301.49,51.754,7.990,0.06,0.34,0.131,1404
301.59,51.934,8.023,0.08,-1.03,0.025,1405
301.70,52.062,7.997,0.02,0.08,0.138,1405
301.80,52.224,7.970,0.02,1.12,0.030,1406
301.91,52.386,7.942,0.09,2.37,0.153,1406
302.02,52.491,7.995,0.23,-0.22,0.038,1407
302.12,52.702,7.987,0.22,0.13,0.128,1407
302.24,52.843,8.008,0.22,-0.74,0.015,1408
302.35,52.966,7.983,0.18,0.40,0.137,1408
302.45,53.121,8.017,0.20,-1.03,0.021,1409
302.55,53.285,8.022,0.14,-1.25,0.151,1409
302.66,53.392,8.027,0.07,-1.15,0.050,1410
302.77,53.561,7.967,-0.00,1.39,0.131,1410
302.89,53.737,8.001,0.08,-0.20,0.002,1411
302.99,53.837,8.041,0.07,-1.87,0.109,1411
303.10,54.063,7.983,-0.04,0.75,0.030,1412
303.22,54.152,7.986,0.00,0.57,0.115,1412
303.34,54.332,7.994,0.04,0.16,0.009,1413
303.44,54.448,8.008,0.05,-0.44,0.108,1413
303.55,54.634,7.996,0.02,0.13,0.009,1414
303.65,54.758,7.990,0.03,0.38,0.117,1414
303.77,54.937,8.016,0.05,-0.71,0.017,1415
303.88,55.055,7.997,0.01,0.11,0.112,1415
303.99,55.232,7.964,0.01,1.35,0.038,1416
304.09,55.353,7.991,0.10,0.18,0.108,1416
304.20,55.492,8.018,0.11,-0.87,0.058,1417
304.30,55.664,8.001,0.05,-0.17,0.117,1417
304.40,55.810,8.008,0.04,-0.40,0.040,1418
304.51,55.985,8.014,0.02,-0.63,0.137,1418
304.62,56.144,7.991,-0.02,0.39,0.011,1419
304.72,56.245,7.980,0.01,0.83,0.096,1419
304.83,56.423,8.010,0.06,-0.48,0.032,1420
304.94,56.541,8.018,0.03,-0.82,0.090,1420
305.04,56.717,8.021,-0.02,-0.75,0.043,1421
305.14,56.872,8.007,-0.07,-0.19,0.118,1421
305.24,57.023,7.994,-0.08,0.38,0.035,1422
305.35,57.184,7.990,-0.06,0.54,0.128,1422
305.47,57.329,8.016,-0.02,-0.56,0.034,1423
305.58,57.474,8.002,-0.06,0.04,0.116,1423
305.69,57.626,8.007,-0.05,-0.15,0.035,1424
305.79,57.759,8.005,-0.06,-0.07,0.099,1424
305.90,57.925,8.038,-0.07,-1.30,0.053,1425
306.01,58.023,8.006,-0.15,0.04,0.061,1425
306.12,58.188,8.018,-0.14,-0.39,0.078,1426
306.22,58.388,7.992,-0.17,0.67,0.124,1426
306.32,58.515,7.991,-0.13,0.58,0.052,1427
306.43,58.675,8.009,-0.09,-0.22,0.110,1427
306.54,58.811,8.012,-0.10,-0.27,0.058,1428
306.65,58.973,8.027,-0.12,-0.89,0.108,1428
306.76,59.126,7.994,-0.17,0.53,0.044,1429
306.86,59.208,7.997,-0.14,0.40,0.038,1429
306.97,59.408,8.007,-0.12,-0.05,0.064,1430
307.08,59.518,8.020,-0.12,-0.59,0.051,1430
307.19,59.711,8.010,-0.16,-0.11,0.064,1431
307.30,59.859,7.992,-0.16,0.63,0.085,1431
307.40,60.029,7.984,-0.13,0.81,0.049,1432
307.51,60.173,7.986,-0.08,0.72,0.098,1432
307.62,60.315,8.032,-0.03,-1.11,0.070,1433
307.74,60.456,7.991,-0.10,0.54,0.079,1433
307.85,60.631,8.005,-0.07,-0.05,0.048,1434
307.95,60.750,8.012,-0.07,-0.37,0.072,1434
308.07,60.917,8.014,-0.09,-0.35,0.066,1435
308.17,61.096,8.003,-0.11,0.11,0.115,1435
308.27,61.192,8.002,-0.11,0.12,0.091,1435
308.39,61.354,7.982,-0.10,0.91,0.073,1436
308.49,61.508,8.000,-0.05,0.10,0.077,1437
308.59,61.665,7.950,-0.04,2.15,0.094,1437
308.70,61.827,8.009,0.09,-0.51,0.060,1438
308.80,61.979,8.019,0.06,-0.90,0.095,1438
308.90,62.113,7.989,0.00,0.40,0.077,1439
309.01,62.259,8.011,0.03,-0.52,0.071,1439
309.12,62.448,7.967,-0.00,1.25,0.053,1440
309.22,62.551,8.006,0.07,-0.39,0.061,1440
309.34,62.729,8.021,0.05,-0.85,0.067,1441
309.44,62.840,7.973,-0.00,1.09,0.055,1441
309.54,63.013,8.021,0.06,-0.86,0.083,1442
309.66,63.196,7.994,0.01,0.24,0.101,1442
309.77,63.294,7.987,0.03,0.53,0.103,1442
309.88,63.469,7.981,0.06,0.68,0.075,1443
309.99,63.627,7.977,0.10,0.66,0.074,1444
310.10,63.750,7.983,0.14,0.42,0.054,1444
310.20,63.929,8.029,0.16,-1.36,0.077,1445
310.32,64.045,7.983,0.08,0.51,0.048,1445
310.42,64.215,8.004,0.11,-0.41,0.087,1445
310.52,64.401,8.008,0.09,-0.51,0.100,1446
310.63,64.538,8.005,0.06,-0.29,0.066,1447
310.74,64.670,8.016,0.04,-0.71,0.068,1447
310.85,64.815,8.004,-0.00,-0.18,0.091,1447
310.95,64.964,7.974,-0.02,1.08,0.064,1448
311.07,65.087,7.999,0.05,-0.05,0.120,1448
311.18,65.269,8.005,0.05,-0.28,0.062,1449
311.29,65.433,7.986,0.03,0.45,0.078,1450
311.40,65.581,8.040,0.06,-1.73,0.082,1450
311.50,65.689,7.980,-0.05,1.00,0.124,1450
311.60,65.862,8.002,0.01,-0.09,0.050,1451
311.72,66.004,8.024,0.01,-1.10,0.112,1451
311.82,66.136,8.014,-0.06,-0.44,0.027,1452
311.94,66.303,8.017,-0.08,-0.60,0.113,1452
312.04,66.491,8.025,-0.12,-0.81,0.080,1453
312.15,66.611,7.974,-0.17,1.49,0.109,1453
312.25,66.789,8.020,-0.08,-0.67,0.075,1454
312.37,66.908,8.027,-0.12,-0.99,0.114,1454
312.47,67.135,7.998,-0.18,0.42,0.116,1455
312.58,67.198,7.986,-0.15,0.91,0.123,1455
312.69,67.369,8.028,-0.10,-0.93,0.056,1456
312.80,67.483,7.995,-0.16,0.50,0.139,1456
312.90,67.639,8.008,-0.13,-0.07,0.018,1457
313.00,67.815,8.020,-0.13,-0.65,0.111,1457
313.10,67.969,7.999,-0.17,0.34,0.044,1458
313.22,68.102,7.989,-0.15,0.76,0.125,1458
313.33,68.244,8.001,-0.10,0.14,0.018,1459
313.43,68.406,8.001,-0.09,0.16,0.123,1459
313.54,68.560,7.992,-0.08,0.49,0.033,1460
313.66,68.750,8.012,-0.06,-0.36,0.081,1461
313.77,68.847,8.036,-0.08,-1.26,0.039,1461
313.89,69.006,7.998,-0.15,0.38,0.126,1461
313.99,69.161,7.970,-0.13,1.42,0.042,1462
314.10,69.305,7.963,-0.04,1.70,0.134,1462
314.20,69.449,7.967,0.06,1.20,0.037,1463
314.31,69.597,7.979,0.13,0.65,0.140,1463
314.42,69.760,7.967,0.17,1.00,0.041,1464
314.53,69.893,7.972,0.23,0.77,0.147,1464
314.64,70.065,7.987,0.28,-0.00,0.030,1465
314.76,70.204,7.996,0.28,-0.35,0.136,1465
314.86,70.380,8.003,0.25,-0.60,0.040,1466
314.97,70.538,7.994,0.22,-0.18,0.104,1466
315.07,70.645,7.980,0.21,0.40,0.020,1467
315.18,70.786,8.014,0.23,-1.07,0.145,1467
315.29,70.965,8.022,0.17,-1.16,0.030,1468
315.39,71.118,8.010,0.10,-0.65,0.128,1468
315.50,71.291,7.988,0.06,0.38,0.047,1469
315.61,71.380,7.968,0.08,1.20,0.138,1469
315.72,71.567,7.992,0.15,0.03,0.021,1470
315.82,71.733,8.004,0.16,-0.48,0.116,1470
315.94,71.884,8.007,0.13,-0.52,0.035,1471
316.05,72.013,7.993,0.10,0.11,0.138,1471
316.15,72.166,7.989,0.10,0.23,0.019,1472
316.25,72.323,8.011,0.12,-0.71,0.130,1472
316.37,72.463,8.007,0.07,-0.41,0.012,1473
316.48,72.603,7.964,0.05,1.46,0.154,1473
316.59,72.746,7.970,0.14,0.91,0.031,1474
316.71,72.927,8.001,0.19,-0.40,0.130,1474
316.82,73.079,8.022,0.17,-1.17,0.031,1475
316.93,73.231,7.988,0.10,0.35,0.129,1475
317.04,73.356,8.044,0.12,-1.92,0.044,1476
317.15,73.514,8.019,0.00,-0.85,0.148,1476
317.25,73.667,7.978,-0.05,0.94,0.023,1477
317.37,73.832,7.985,0.01,0.66,0.131,1477
317.47,74.008,8.027,0.05,-1.19,0.053,1478
317.59,74.113,8.000,-0.02,0.02,0.151,1478
317.69,74.251,7.998,-0.02,0.11,0.013,1479
317.79,74.398,8.030,-0.01,-1.28,0.137,1479
317.90,74.552,7.979,-0.09,0.97,0.025,1480
318.00,74.734,7.993,-0.03,0.38,0.134,1480
318.12,74.872,7.973,-0.01,1.06,0.027,1481
318.23,74.991,8.022,0.05,-1.03,0.125,1481
318.33,75.177,8.000,-0.01,0.03,0.008,1482
318.44,75.317,7.996,-0.01,0.20,0.148,1482
318.55,75.451,8.024,0.01,-0.92,0.032,1483
318.65,75.602,7.995,-0.05,0.33,0.130,1483
318.76,75.775,8.000,-0.03,0.07,0.001,1484
318.88,75.900,7.968,-0.03,1.40,0.130,1484
318.99,76.088,8.014,0.06,-0.66,0.019,1485
319.09,76.236,8.022,0.02,-1.01,0.143,1485
319.20,76.333,8.025,-0.04,-0.88,0.051,1486
319.32,76.492,8.016,-0.09,-0.49,0.115,1486
319.42,76.658,8.009,-0.12,-0.12,0.023,1487
319.52,76.800,7.998,-0.13,0.35,0.120,1487
319.64,76.982,7.978,-0.11,1.04,0.022,1488
319.74,77.143,8.008,-0.05,-0.26,0.140,1488
319.84,77.273,8.003,-0.06,-0.00,0.010,1489
319.95,77.460,7.983,-0.06,0.90,0.126,1489
320.07,77.567,8.008,-0.01,0.20,0.020,1491
320.18,77.700,8.010,0.00,0.12,0.116,1491
320.29,77.841,7.984,0.01,2.43,0.048,1492
320.41,78.038,7.978,0.16,2.78,0.152,1492
320.52,78.175,7.981,0.32,4.38,0.024,1493
320.64,78.333,8.010,0.59,3.24,0.144,1493
320.75,78.444,8.019,0.78,5.23,0.051,1494
320.85,78.619,8.016,1.09,5.60,0.129,1494
320.97,78.758,8.031,1.43,7.76,0.046,1495
321.07,78.938,8.015,1.90,8.81,0.147,1495
321.17,79.061,8.011,2.43,11.61,0.035,1496
321.29,79.220,8.002,3.14,12.31,0.126,1496
321.39,79.351,8.040,3.89,13.61,0.060,1497
321.50,79.517,8.055,4.72,13.71,0.132,1497
321.61,79.652,8.044,5.56,16.97,0.064,1498
321.72,79.793,8.069,6.61,16.51,0.117,1498
321.84,79.964,8.103,7.63,18.88,0.109,1499
321.94,80.124,8.152,8.80,18.18,0.196,1499
322.06,80.272,8.145,9.93,21.67,0.138,1500
322.16,80.365,8.154,11.30,21.07,0.151,1500
322.27,80.576,8.192,12.62,24.32,0.150,1501
322.37,80.676,8.236,14.18,23.02,0.193,1501
322.47,80.853,8.250,15.64,26.20,0.158,1502
322.59,81.007,8.304,17.33,26.20,0.206,1502
322.70,81.096,8.340,19.02,26.64,0.195,1503
322.80,81.306,8.398,20.75,28.31,0.211,1503
322.91,81.422,8.470,22.60,28.66,0.189,1504
323.02,81.554,8.498,24.48,29.06,0.189,1504
323.14,81.716,8.564,26.39,30.77,0.149,1505
323.25,81.858,8.649,28.43,30.80,0.210,1505
323.37,81.988,8.685,30.48,31.94,0.123,1506
323.47,82.068,8.795,32.63,30.21,0.193,1506
323.57,82.203,8.861,34.63,31.53,0.156,1507
323.67,82.335,8.945,36.74,31.84,0.165,1507
323.79,82.434,9.022,38.87,31.36,0.151,1507
323.89,82.612,9.124,40.97,33.81,0.149,1508
324.00,82.680,9.227,43.27,32.84,0.129,1509
324.12,82.773,9.341,45.49,32.40,0.149,1509
324.22,82.924,9.418,47.67,34.01,0.089,1509
324.32,83.023,9.570,49.99,34.10,0.141,1510
324.43,83.093,9.673,52.32,33.32,0.108,1510
324.54,83.186,9.792,54.58,33.65,0.113,1511
324.64,83.269,9.862,56.86,33.42,0.129,1511
324.75,83.358,10.025,59.13,33.94,0.081,1512
324.85,83.415,10.171,61.45,33.50,0.111,1512
324.97,83.482,10.281,63.72,33.41,0.067,1513
325.09,83.593,10.411,65.99,34.74,0.108,1513
325.19,83.630,10.571,68.37,34.16,0.061,1514
325.30,83.657,10.682,70.71,33.14,0.148,1514
325.41,83.709,10.840,72.95,33.53,0.042,1515
325.52,83.789,10.968,75.23,34.36,0.144,1515
325.64,83.807,11.113,77.58,33.73,0.004,1516
325.74,83.863,11.274,79.87,34.57,0.147,1516
325.86,83.875,11.431,82.24,34.18,0.018,1517
325.97,83.887,11.555,84.58,33.62,0.137,1517
326.07,83.923,11.721,86.86,34.24,0.039,1518
326.17,83.944,11.851,89.20,34.20,0.132,1518
326.29,83.906,12.024,91.54,33.61,0.030,1519
326.39,83.942,12.141,93.82,33.80,0.111,1519
326.50,83.923,12.331,96.13,34.58,0.068,1519
326.61,83.886,12.449,98.50,33.16,0.095,1520
326.72,83.901,12.607,100.74,34.15,0.108,1520
326.82,83.850,12.710,103.07,32.43,0.058,1521
326.93,83.803,12.939,105.26,34.32,0.074,1521
327.04,83.755,13.058,107.60,33.26,0.089,1522
327.15,83.741,13.216,109.86,34.19,0.117,1522
327.25,83.685,13.301,112.19,32.37,0.058,1523
327.35,83.640,13.490,114.37,33.91,0.143,1523
327.46,83.556,13.604,116.69,32.76,0.063,1524
327.57,83.486,13.755,118.90,33.29,0.142,1524
327.68,83.426,13.889,121.15,33.20,0.080,1525
327.80,83.333,14.012,123.40,32.99,0.158,1525
327.92,83.254,14.127,125.64,32.57,0.060,1526
328.02,83.205,14.243,127.83,32.71,0.145,1526
328.12,83.049,14.387,130.04,32.89,0.052,1527
328.22,83.001,14.518,132.26,33.59,0.169,1527
328.34,82.829,14.585,134.55,31.97,0.024,1528
328.44,82.760,14.754,136.69,33.90,0.177,1528
328.55,82.657,14.778,139.00,31.46,0.081,1528
328.66,82.552,14.902,141.10,32.29,0.105,1529
328.78,82.428,14.991,143.28,32.20,0.092,1529
328.90,82.310,15.089,145.44,40.00,0.094,1530
329.01,82.188,15.175,148.33,40.00,0.109,1530
329.12,82.080,15.252,151.21,40.00,0.075,1530
329.23,81.923,15.324,154.10,40.00,0.115,1530
329.34,81.803,15.339,156.98,40.00,0.007,1530
329.45,81.676,15.442,159.87,40.00,0.154,1530
329.57,81.506,15.502,162.75,40.00,0.039,1530
329.68,81.368,15.555,165.63,40.00,0.138,1530
329.79,81.242,15.562,168.52,40.00,0.019,1530
329.90,81.087,15.619,171.40,40.00,0.150,1530
330.00,80.915,15.643,174.29,40.00,0.028,1530
330.11,80.784,15.654,177.17,40.00,0.147,1530
330.21,80.616,15.700,-179.94,40.00,0.030,1530
330.31,80.462,15.650,-177.06,40.00,0.179,1530
330.41,80.344,15.642,-174.17,40.00,0.128,1530
330.51,80.199,15.662,-171.29,40.00,0.154,1530
330.62,80.056,15.613,-168.40,40.00,0.175,1530
330.73,79.922,15.617,-165.52,40.00,0.179,1530
330.84,79.746,15.568,-162.63,40.00,0.330,1530
330.95,79.605,15.509,-159.75,40.00,0.479,1530
331.06,79.478,15.462,-156.87,40.00,0.611,1530
331.17,79.328,15.372,-153.98,40.00,0.785,1530
331.29,79.201,15.339,-151.10,40.00,0.912,1530
331.40,79.079,15.250,-148.21,40.00,1.062,1530
331.50,78.912,15.176,-145.33,40.00,1.244,1530
331.60,78.806,15.059,-142.44,40.00,1.394,1530
331.72,78.681,14.996,-139.56,40.00,1.534,1530
331.83,78.571,14.903,-136.67,40.00,1.676,1530
331.94,78.474,14.789,-133.79,40.00,1.819,1530
332.05,78.376,14.705,-130.90,40.00,1.947,1530
332.15,78.241,14.601,-128.02,40.00,2.117,1530
332.25,78.172,14.449,-125.13,40.00,2.260,1530
332.36,78.091,14.344,-122.25,40.00,2.388,1530
332.48,78.015,14.247,-119.37,37.91,2.507,1529
332.58,77.934,14.040,-116.69,36.14,2.700,1529
332.68,77.857,13.950,-114.18,37.22,2.817,1529
332.78,77.796,13.800,-111.57,37.02,2.962,1529
332.89,77.754,13.693,-108.97,37.59,3.065,1529
333.00,77.707,13.545,-106.33,37.50,3.201,1529
333.11,77.640,13.356,-103.69,18.19,3.357,1538
333.22,77.627,13.226,-102.56,17.61,3.226,1538
333.34,77.612,13.126,-101.47,16.93,3.126,1538
333.44,77.560,12.965,-100.42,17.70,2.965,1538
333.54,77.553,12.805,-99.33,17.15,2.806,1538
333.64,77.507,12.620,-98.26,18.28,2.621,1538
333.75,77.498,12.510,-97.13,17.49,2.511,1538
333.85,77.474,12.349,-96.05,-32.09,2.352,1542
333.96,77.488,12.208,-98.20,-38.24,2.210,1543
334.07,77.380,12.022,-100.91,-40.00,2.025,1544
334.17,77.367,11.925,-103.80,-40.00,1.927,1545
334.29,77.380,11.719,-106.68,-40.00,1.722,1545
334.39,77.330,11.621,-109.56,-40.00,1.622,1546
334.49,77.254,11.466,-112.45,-40.00,1.466,1546
